channel,link,type,content
Mellenbergi.,9aGZF4roavE,prop_comment,Stilīgi vecāki un ļoti skaista meitiņa
Mellenbergi.,9aGZF4roavE,prop_comment,Nice! Kā parasti! ;)
Mellenbergi.,9aGZF4roavE,prop_comment,Priecājos par ēdienu video🤗 tie ir ļoti amazing🤗 un vienmēr vienmēr dāvā pozitīvas emocijas😊 Jūs esiet tiešām super😊 vienmēr prieks skatīties jūsu video❤
Mellenbergi.,9aGZF4roavE,prop_comment,Vēl viena iespēja iegūt biļeti uz Quest Final aiziieettt! 😄🎉💥
Mellenbergi.,9aGZF4roavE,prop_comment,Es ar tādu saldējumu neesmu nekur redzējusi. Kur var tādus nopirkt?
Mellenbergi.,9aGZF4roavE,prop_comment,Pastāsti vairāk par apaviem
Mellenbergi.,8r0xNSqnVEE,prop_title,
Mellenbergi.,8r0xNSqnVEE,prop_description,"Čau, šodienas video atstāsim jums nedaudz vielu pārdomām...

Paldies ka skatījies!

Instagram: @gramsgustava @baiba.karklina

Sadarbībām: gustavs.baiba@hotmail.com"
Mellenbergi.,8r0xNSqnVEE,prop_comment,"Pati sēžu mājās ar Pusgadu veco Meitińu Millu , tētis strādā daudz un 4x-5x nedēłā iet uz zāli. 
Teikšu kā ir attiecības sāk šūpoties jo man reāli pietrūkst tā gimenes sajūta :/"
Mellenbergi.,8r0xNSqnVEE,prop_comment,Es ļoti gribētu biežāk redzēt video ar Karlīnu!😁p.s. Jūs esat forši😉
Mellenbergi.,8r0xNSqnVEE,prop_comment,"Jā  tieši tā , nopelnītā nauda neatsver prombūšanu no ģimenes. Tici  Baiba Jūsu situācija nav no sliktākajām.
Mums tets uz nedeļu prom.un pati es arī uz divām ""sutkām""  nedēļā esmu prom no mājām.grūti ir dzīvot un satikties tikai brīvdienās, ja iekrīt īsā nedēļa. Tad brīvdienās ir kopā.bet ja garā tad brivdienas pat nav kopaa. 
Tada taa dziive. Briziem neredzu jegu stradat un ieklauties sisteemaa jo mana laime un prieks ir mans virs un berni. Nauda ir tikai starpnieks caur ko izdzivot te uz zemes pie siem ""lielskungiem"".
Esi stipra un Jums Gustavs ir katru vakaru majaas! Novertee kaut vai mazuminu,🙂🤗jo mums pat tads priecins nav🙂"
Mellenbergi.,8r0xNSqnVEE,prop_comment,"Jā nu var saprast, ka Tu uzskati, ka Gustavs pārāk daudz laika ir ārpus mājām
Bet, kādam jau jāuztur tā ģimene"
Mellenbergi.,8r0xNSqnVEE,prop_comment,"Es jau sen vairs nedaru neko par ko nemaksā, kad pie tā pierod viss pārējais liekas bezjēdzīgs un lieka laika tērēšana. Vīrs strādā ārzemēs, bērnu pagaidām nav, tā arī dzīvojam, diezgan turīgi sanāk"
Mellenbergi.,8r0xNSqnVEE,prop_comment,Atkal YouTube dīvaina nav skatījumu bet 5 like 🤪🥴
Mellenbergi.,8r0xNSqnVEE,prop_comment,"Strādāju ofisā, un, ja man vajadzētu pavadīt tikpat daudz laika ar draugiem, cik darbā, tad sanāktu visas naktis būt nomodā ar draugiem."
Mellenbergi.,8r0xNSqnVEE,prop_comment,Tetis strada daudz ka vins sanem naudu tad vins brauc uz pilsetu un mums  vienmer kautko noperk
Mellenbergi.,qDWNypncMNI,prop_title,(gandrīz) ideāla vasaras diena
Mellenbergi.,qDWNypncMNI,prop_description,"Sambo, džudo, karatē, mēs lidojam tavā subscriptions kastē.

(ja šo lasi, nospied like šim video)

šodienas vlogā padzīvosim pie Baibas vecākiem, papeldēsim, paēdīsim, uztaisīsim Off-White Virgil Abloh tipa Nike Blazers, un vienkārši būsim vasarā.

Paldies, ka esi ar mums"
Mellenbergi.,qDWNypncMNI,prop_comment,"Melna kafija , vai arī melna kafija ar pienu💖💖"
Mellenbergi.,qDWNypncMNI,prop_comment,Labs vidjo. Man patīk 🤩🤩
Mellenbergi.,qDWNypncMNI,prop_comment,"Kafija ar pienu un divas tējkarotes cukura, bet staķikā vienmēr paņemu karsto šokolādi ar karameļu sīrupu.❤❤"
Mellenbergi.,qDWNypncMNI,prop_comment,"Jā,cilvēki tā raustas no radariem :D nenormāli kaitina tas"
Mellenbergi.,qDWNypncMNI,prop_comment,Kapučino ar kādu no sīrupiem:)
Mellenbergi.,qDWNypncMNI,prop_comment,Kapochino kā Baiba teica
Mellenbergi.,H2cL9xq5KW4,prop_title,Pirmais brauciens uz JŪRU | Baiba un Gustavs
Mellenbergi.,H2cL9xq5KW4,prop_description,"Čau šodienas video beidzot trijatā aizbraucām uz jūru un nosūtijām Matildi uz Ikšķili pie vecākiem. 

Mūzika: Czech Vibes Sound, DJ Quads - Early


Paldies ka skatijies!

Instagram @gramsgustava @baiba.karklina
Sadarbībām gustavs.baiba@gmail.com"
Mellenbergi.,H2cL9xq5KW4,prop_comment,Man ar garšo uzpūtenis
Mellenbergi.,H2cL9xq5KW4,prop_comment,Vienmēr jā uzpūtenim😅❤
Mellenbergi.,H2cL9xq5KW4,prop_comment,Man garšo uzpūteņi  jo  man bērnudarzā garšoja ES prasiju vel papildporcijas
Mellenbergi.,H2cL9xq5KW4,prop_comment,Man arī ļoti ļoti garšo uzpūtenis
Mellenbergi.,H2cL9xq5KW4,prop_comment,Man arī garšo uzputenis😋
Mellenbergi.,H2cL9xq5KW4,prop_comment,Awwww man tā garšooo
Mellenbergi.,H2cL9xq5KW4,prop_comment,Es PAR uzpūteni:)
Mellenbergi.,H2cL9xq5KW4,prop_comment,Man garšo uzpūteņi
Mellenbergi.,H2cL9xq5KW4,prop_comment,Dievinu uzpūteni :)
Mellenbergi.,BkzmgUb76g,prop_title,VEGĀNS VS. DZĪVNIEKU IZCELSMES ĒDIENS #1
Mellenbergi.,BkzmgUb76g,prop_description,"Kas Tev garšo labāk? Abonēt mūsu KANĀLU?

Šodien ar Roju (pipars.lv)


uztaisīsim blind test uz vegānajiem vs. parastajiem ēdieniem.
kas garšo labāk, uzzināsi šajā video?

ja šo lasi, ieraksti komentāros, kādu sabiedrībā zināmu cilvēku mums vajadzētu uzaicināt uz otro daļu!"
Mellenbergi.,BkzmgUb76g,prop_comment,"Paldies par piedzīvojumu! Tik jocīgi redzēt sevi ""upura"" veidolā. 😁 😂 🤣 Ierasti jau pats saviem video gatavojies un ir nedaudz citādi. Man patīk! Like! 😍"
Mellenbergi.,BkzmgUb76g,prop_comment,Uz nākamo daļu vajadzētu uzaicināt Niklāvu😂
Mellenbergi.,BkzmgUb76g,prop_comment,"Uzaiciniet Eņģeļmeiteni,viņa ur vegāne!"
Mellenbergi.,BkzmgUb76g,prop_comment,"Tika ieteikts šis video, tad nu sveiki un pie reizes izmantošu izdevību piedāvāt savu pēkšņo ideju nolikt ēdienu vietā viesim priekšā dažas filmas - Earthlings (""Zemieši"", ir tepat YT), Cowspiracy vai Dominion. Un tad uzfilmēt reakcijas 👍"
Mellenbergi.,BkzmgUb76g,prop_comment,Otrā daļā vajag ar Edžu😂😂😂
Mellenbergi.,BkzmgUb76g,prop_comment,Varētu uzaicināt arī Edgar Fresh😉
Mellenbergi.,BkzmgUb76g,prop_comment,"Labs video.👍🏻
Super ideja.👍🏻
Matildes moments labākais.😊😄"
Mellenbergi.,BkzmgUb76g,prop_comment,"Looti interesanti skatities, vajag vel šīs serijas 🤩👍👍"
Mellenbergi.,BkzmgUb76g,prop_comment,#meatteam❤️
Mellenbergi.,BkzmgUb76g,prop_comment,pirmais jusu video ir ideali :)
Mellenbergi.,BkzmgUb76g,prop_comment,"nav daudzi cilvēki, kas izvēlas būt vegāni tikai garšas dēļ 🤦‍♀️. un protams, ka tev labāk garšos tas, pie kā esi pieradis, ko esi ēdis visu mūžu.

un, starpcitu, ādažu diļļu čipsi arī ir vegāniski."
Mellenbergi.,BkzmgUb76g,prop_comment,Alise Mičule
Mellenbergi.,BkzmgUb76g,prop_comment,Uz nàkamo daļu vaijadzētu enğeļmeiteni.Viņa ir vegāne.
Mellenbergi.,BkzmgUb76g,prop_comment,Alise un Martins Miculi ir vegani
Mellenbergi.,BkzmgUb76g,prop_comment,Viennozīmīgi tradicionālā virtuve
Mellenbergi.,DeNgkmdm9k4,prop_title,DADDY'S HOME
Mellenbergi.,DeNgkmdm9k4,prop_description,"TĒTIS IR MĀJĀS, UN TEV JĀKĻŪST PAR MŪSU SUBSCRIBER.

video otrajā daļā parunāšu par šī kanāla nākotni, bet pirmajā daļā par to, ko esam sastrādājuši pirmajā nedēļā atpakaļ pēc nometnes. cik labi būt mājās! un beidzot.. ghetto basket, 3. vieta!

kontakti: gustavs.baiba@hotmail.com"
Mellenbergi.,DeNgkmdm9k4,prop_comment,Tas tak nekas kad bus 2video nedeļa. Es saprotu ģimenes piaugums. Vaig ari pavadit kopa prom no kameram.
Mellenbergi.,DeNgkmdm9k4,prop_comment,Vienalga cik video nedēļa galvenais lai jūsu lieliskie video būtu😍
Mellenbergi.,DeNgkmdm9k4,prop_comment,"Es domāju, ka vienalga cik video nedēļā ieliksiet, jo manuprāt tie kas gribēs tie skatīsies pat ja būs divi video🤗 Pats galvenais jau ir lai jums pašiem patīk darīt to, ko jūs dariet🤗 Priecē tas, ka jūs esiet jūs paši arī kameras priekšā❤ jo jūs esot jūs paši esiet vislabākie jums ir lieliski video ar interesantu saturu❤ katru nedēļu nevaru sagaidīt tos, jūs vienmēr lieciet pasmaidīt un smieties arī🤗 Paldies, ka jūs esiet Latvijas youtube☺ Paldies, ka jūs esiet❤ Jūs esiet tiešām amazing❤"
Mellenbergi.,DeNgkmdm9k4,prop_comment,"Baiba un Gustav! Jūs esat gan  brīnišķīgi vecāki, gan youtuberi! ❤️
Vienmēr ar nepacietību gaidu jūsu video, un, protams, būs žēl tos saņemt retāk, bet bērni un ģimene ir svarīgāki par skatītājiem.😘
Esmu mamma bērniem ar mazu vecuma starpību. Tas ir forši, bet zinu arī to, cik daudz laika un enerģijas mazie eņģelīši prasa no vecākiem. Un tas ir jāizbauda - kad tad vēl viņi tik daudz laiku gribēs pavadīt kopā ar saviem vecākiem 🤭🤗"
Mellenbergi.,DeNgkmdm9k4,prop_comment,"Vienmēr Jūsu video gaidu ar nepacietību.
Mans Jūsu video top3 :
MATILDE❤
mistērijas vlogs
Pregnancy grwm"
Mellenbergi.,DeNgkmdm9k4,prop_comment,Man patīk tavi visi vidjo es visiem spiežu like. Es novērtēju cik tajos vidējo darbs ir ieguldīts. Tas nekas ka retāk iznāks jauni vidjo. Galvenais ka vidjo iznāks nevaru sagaidīt jauno vidjo 🤩🤩🤩. Un tas ir saprotami ka katru dienu nav japada pie kameras jo ģimenei ja velta laiks un mazajai matilditei arī jāpavada liks kamēr vēl mazina 🤩🤩🤗
Mellenbergi.,DeNgkmdm9k4,prop_comment,"Tas moments, kad redzi sapnī Gustavu un Baibu 🤭"
Mellenbergi.,DeNgkmdm9k4,prop_comment,Labi samontēts video. 🔥🔥
Mellenbergi.,DeNgkmdm9k4,prop_comment,"Sveiki, kas tā par mūziku 11:02  ?"
Mellenbergi.,DeNgkmdm9k4,prop_comment,"Žēl, ka video tagad būs retāk, nekā bija. Tā jau bija mokoši gaidīt video no piektdienas uz pirmdienu😅
Bet es saprotu, ka laiks nav bezgalīgs un vienmēr tā ir par maz. Kā arī saprotu, ka gaidāmā ģinenes pieauguma un darba dēļ jums pašiem neatliek laika sev, īpaši tad, ja jāliek video pēc noteikta grafika. Ja video filmēsiet un publicēsiet to tad, kad vēlēsieties, nevis tikai mūsu, skatītāju, dēļ, tad tie, manuprāt, būs baudāmāki, jo paši būsiet apmierināti ar paveikto🙂"
Mellenbergi.,1hWif5SyJ_8,prop_title,Pirmais Trimestris #2 | Baiba un Gustavs
Mellenbergi.,1hWif5SyJ_8,prop_description,"Čau, šodienas video viss par maniem pirmajiem 3 mēnešiem otrajā grūtniecībā.

Paldies ka skatijies!

Instagram @baiba.karklina

Sadarbībām: gustavs.baiba@hotmail.com"
Mellenbergi.,1hWif5SyJ_8,prop_comment,"Atceros, kā tikko skatījos video, kur Matilde vēl bija puncī.😊"
Mellenbergi.,1hWif5SyJ_8,prop_comment,Mierpilnu gaidīšanas laiku jums 🥰
Mellenbergi.,1hWif5SyJ_8,prop_comment,"Ar iepriekšējo pirmā trimestra video, es atradu šo kanālu 😅❤"
Mellenbergi.,1hWif5SyJ_8,prop_comment,"Susuriņš nr.2 😍❤️ Baibiņņ , apsveicu ♥️"
Mellenbergi.,1hWif5SyJ_8,prop_comment,"Ahh, laimīgā.. par number 2😂 Jo man šobrīd 12.nedēļa un ir taaadi aizcietējumi😕"
Mellenbergi.,1hWif5SyJ_8,prop_comment,"Bērniņi ar mazu vecuma starpību ir tik ļoti cool. 
Pašai ir dēliņi 2.3 gadi un 8 mēneši. Abi kā tādi dvīņi un kopā spēlējas. Vecākais visu ko māca mazākajam 💖😂
Lai viegls gaidīšanas laiks. 
Mēs mammas esam stipras. 💪💜"
Mellenbergi.,1hWif5SyJ_8,prop_comment,"Vienīgajai liekas, ka visos video Baiba ar mēli kaut ko meklē aiz vaigiem?! 🤔"
